LOCATION CODE,SAMPLE TYPE,SAMPLE LOCATION,SAMPLING FREQUENCY,SAMPLING DATE,ISOTOPE NAME,VALUE,UNITS,GRAPH VALUE,COMMENT
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-11-02,GROSS BETA,8.9+/-1.2,pCi/1000M3,8.9,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-11-02,IODINE-131,<3,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2011-11-02,GROSS BETA,<2,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2011-11-02,GROSS ALPHA,<3,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2011-11-02,TRITIUM (HTO),<40,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-11-08,GROSS BETA,13.7+/-1.7,pCi/1000M3,13.7,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-11-08,IODINE-131,<4,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-11-16,GROSS BETA,19.1+/-1.8,pCi/1000M3,19.1,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-11-16,IODINE-131,<5,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-11-22,GROSS BETA,12.2+/-1.5,pCi/1000M3,12.2,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-11-22,IODINE-131,<3,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2011-11-30,GROSS BETA,1.9+/-1.7,pCi/L,1.9,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2011-11-30,TRITIUM (HTO),100+/-40,pCi/L,100,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2011-11-30,GROSS ALPHA,<1.6,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-11-30,GROSS BETA,14.1+/-1.5,pCi/1000M3,14.1,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-11-30,IODINE-131,<5,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-12-08,GROSS BETA,9.7+/-1.2,pCi/1000M3,9.7,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-12-08,IODINE-131,<3,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2011-12-08,GROSS BETA,<1.4,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2011-12-08,GROSS ALPHA,<1.1,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2011-12-08,TRITIUM (HTO),<40,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-12-14,GROSS BETA,21+/-2,pCi/1000M3,21,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-12-14,IODINE-131,<4,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-12-21,GROSS BETA,23+/-3,pCi/1000M3,23,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-12-21,IODINE-131,<9,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-12-28,GROSS BETA,11.4+/-1.7,pCi/1000M3,11.4,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2011-12-28,IODINE-131,<6,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2011-12-30,TRITIUM (HTO),60+/-30,pCi/L,60,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2011-12-30,GROSS BETA,<1.1,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2011-12-30,GROSS ALPHA,<1.7,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-01-04,GROSS BETA,11.5+/-1.5,pCi/1000M3,11.5,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-01-04,IODINE-131,<3,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-01-04,GROSS BETA,<1.4,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-01-04,TRITIUM (HTO),<30,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-01-04,GROSS ALPHA,<0.7,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-01-11,GROSS BETA,16.6+/-1.8,pCi/1000M3,16.6,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-01-11,IODINE-131,<5,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-01-18,GROSS BETA,10.8+/-1.5,pCi/1000M3,10.8,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-01-18,IODINE-131,<5,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-01-25,GROSS BETA,11+/-1.4,pCi/1000M3,11,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-01-25,IODINE-131,<3,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-01-31,GROSS ALPHA,<1,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-01-31,GROSS BETA,<1.3,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-01-31,TRITIUM (HTO),<80,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-02-02,GROSS BETA,11.3+/-1.4,pCi/1000M3,11.3,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-02-02,IODINE-131,<4,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-02-02,TRITIUM (HTO),<100,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-02-02,GROSS ALPHA,<1.2,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-02-02,GROSS BETA,<1.6,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-02-08,GROSS BETA,9.9+/-1.4,pCi/1000M3,9.9,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-02-08,IODINE-131,<3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-02-22,GROSS BETA,11.3+/-1.1,pCi/1000M3,11.3,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-02-22,IODINE-131,<1.7,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-02-29,TRITIUM (HTO),130+/-80,pCi/L,130,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-02-29,GROSS BETA,1.8+/-1.6,pCi/L,1.8,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-02-29,GROSS ALPHA,<1.3,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-03-08,GROSS BETA,10.9+/-1.1,pCi/1000M3,10.9,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-03-08,IODINE-131,<3,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-03-08,TRITIUM (HTO),<100,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-03-08,GROSS BETA,<1.2,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-03-08,GROSS ALPHA,<2,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-03-21,GROSS BETA,12.4+/-1.2,pCi/1000M3,12.4,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-03-21,IODINE-131,<2,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-03-30,TRITIUM (HTO),<100,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-03-30,GROSS BETA,<1.3,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-03-30,GROSS ALPHA,<3,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-04-04,GROSS BETA,11.4+/-1.1,pCi/1000M3,11.4,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-04-04,IODINE-131,<1.5,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-04-04,TRITIUM (HTO),<100,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-04-04,GROSS BETA,<1.3,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-04-04,GROSS ALPHA,<3,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-04-17,GROSS BETA,9.3+/-1,pCi/1000M3,9.3,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-04-17,IODINE-131,<2,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-04-25,GROSS BETA,6.6+/-1.1,pCi/1000M3,6.6,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-04-25,IODINE-131,<2,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-04-30,GROSS BETA,1.7+/-1.5,pCi/L,1.7,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-04-30,TRITIUM (HTO),<120,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-04-30,GROSS ALPHA,<1.4,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-05-02,GROSS BETA,8.2+/-1.3,pCi/1000M3,8.2,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-05-02,IODINE-131,<3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-05-09,GROSS BETA,7.1+/-1.2,pCi/1000M3,7.1,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-05-09,IODINE-131,<3,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-05-09,TRITIUM (HTO),<120,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-05-09,GROSS BETA,<1.3,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-05-09,GROSS ALPHA,<2,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-05-16,GROSS BETA,8.8+/-1.3,pCi/1000M3,8.8,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-05-16,IODINE-131,<4,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-05-23,GROSS BETA,7.8+/-1.2,pCi/1000M3,7.8,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-05-23,IODINE-131,<5,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-05-30,GROSS BETA,10.5+/-1.4,pCi/1000M3,10.5,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-05-30,IODINE-131,<3,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-05-31,TRITIUM (HTO),<120,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-05-31,GROSS BETA,<1.4,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-05-31,GROSS ALPHA,<0.9,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-06-07,GROSS BETA,6.3+/-1,pCi/1000M3,6.3,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-06-07,IODINE-131,<4,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-06-07,TRITIUM (HTO),<120,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-06-07,GROSS ALPHA,<1.3,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-06-07,GROSS BETA,<1.4,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-06-13,GROSS BETA,9.9+/-1.5,pCi/1000M3,9.9,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-06-13,IODINE-131,<3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-06-21,GROSS BETA,9.6+/-1.2,pCi/1000M3,9.6,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-06-21,IODINE-131,<3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-06-28,GROSS BETA,7.9+/-1.2,pCi/1000M3,7.9,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-06-28,IODINE-131,<4,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-06-29,TRITIUM (HTO),<100,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-06-29,GROSS BETA,<1.6,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-06-29,GROSS ALPHA,<0.7,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-07-05,GROSS BETA,12.2+/-1.5,pCi/1000M3,12.2,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-07-05,IODINE-131,<3,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-07-05,GROSS ALPHA,<1,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-07-05,TRITIUM (HTO),<100,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-07-05,GROSS BETA,<1.4,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-07-11,GROSS BETA,10+/-1.5,pCi/1000M3,10,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-07-11,IODINE-131,<6,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-07-18,GROSS BETA,15+/-1.7,pCi/1000M3,15,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-07-18,IODINE-131,<3,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-07-25,GROSS BETA,8.5+/-1.3,pCi/1000M3,8.5,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-07-25,IODINE-131,<3,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-07-31,GROSS BETA,<1.8,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-07-31,TRITIUM (HTO),<70,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-07-31,GROSS ALPHA,<0.7,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-08-01,GROSS BETA,10.7+/-1.4,pCi/1000M3,10.7,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-08-01,IODINE-131,<4,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-08-01,GROSS ALPHA,<1.5,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-08-01,GROSS BETA,<2,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-08-01,TRITIUM (HTO),<80,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-08-08,GROSS BETA,10.2+/-1.4,pCi/1000M3,10.2,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-08-08,IODINE-131,<4,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-08-15,GROSS BETA,11.5+/-1.5,pCi/1000M3,11.5,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-08-15,IODINE-131,<5,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-08-22,GROSS BETA,10.7+/-1.4,pCi/1000M3,10.7,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-08-22,IODINE-131,<3,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-08-31,GROSS BETA,2.7+/-1.8,pCi/L,2.7,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-08-31,TRITIUM (HTO),<100,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-08-31,GROSS ALPHA,<1.7,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-09-06,GROSS BETA,13.8+/-1.2,pCi/1000M3,13.8,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-09-06,IODINE-131,<1.3,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-09-06,TRITIUM (HTO),<100,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-09-06,GROSS ALPHA,<1.7,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-09-06,GROSS BETA,<1.9,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-09-13,GROSS BETA,9.7+/-1.4,pCi/1000M3,9.7,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-09-13,IODINE-131,<2,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-09-20,GROSS BETA,10.2+/-1.4,pCi/1000M3,10.2,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-09-20,IODINE-131,<4,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-09-26,GROSS BETA,8.7+/-1.4,pCi/1000M3,8.7,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-09-26,IODINE-131,<4,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-09-27,GROSS ALPHA,<1.3,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-09-27,TRITIUM (HTO),<130,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-09-27,GROSS BETA,<1.5,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-10-03,GROSS BETA,8.2+/-1.3,pCi/1000M3,8.2,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-10-03,IODINE-131,<3,pCi/1000M3,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-10-03,GROSS BETA,3+/-2,pCi/L,3,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-10-03,TRITIUM (HTO),<130,pCi/L,0,
4561-002,WATER,WEST MILTON: GLOWEGEE CR. AT US 65 GAUGING STATION,MONTHLY,2012-10-03,GROSS ALPHA,<3,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-10-08,GROSS BETA,10.6+/-1.5,pCi/1000M3,10.6,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-10-11,GROSS BETA,13.5+/-1.5,pCi/1000M3,13.5,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-10-11,IODINE-131,<2,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-10-17,GROSS BETA,9.4+/-1.5,pCi/1000M3,9.4,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-10-17,IODINE-131,<4,pCi/1000M3,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-10-25,GROSS BETA,13.9+/-1.6,pCi/1000M3,13.9,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-10-25,IODINE-131,<4,pCi/1000M3,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-10-31,GROSS BETA,2.3+/-1.5,pCi/L,2.3,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-10-31,GROSS ALPHA,<2,pCi/L,0,
0153-002,WATER,"COLONIE: WATER TREATMENT PLANT; KAPL, MOHAWK VIEW",MONTHLY,2012-10-31,TRITIUM (HTO),<300,pCi/L,0,
4561-001,AIR,"WEST MILTON: KESSELRING SITE, ATOMIC PROJECT ROAD",WEEKLY,2012-11-01,GROSS BETA,13.5+/-1.7,pCi/1000M3,13.5,
